trial=0
,min,max,avg
gen=0,52.000000,67.000000,58.333333
gen=1,53.000000,70.000000,62.333333
gen=2,63.000000,71.000000,67.166667
gen=3,65.000000,71.000000,69.333333
gen=4,69.000000,71.000000,70.000000
,trialmin,trialmax,trialavg
gen=0,52.000000,67.000000,58.333333
gen=1,53.000000,70.000000,62.333333
gen=2,63.000000,71.000000,67.166667
gen=3,65.000000,71.000000,69.333333
gen=4,69.000000,71.000000,70.000000
time:0[ms]
