trial=0
,min,max,avg
gen=54,93,96,94.280000
gen=55,93,98,94.520000
gen=56,93,98,94.800000
gen=57,93,98,95.140000
gen=58,93,98,95.500000
gen=59,94,98,95.880000
gen=60,95,98,96.180000
gen=61,95,98,96.320000
gen=62,95,98,96.600000
gen=63,95,98,96.840000
gen=64,95,98,97.080000
gen=65,95,99,97.280000
gen=66,95,99,97.460000
gen=67,96,99,97.620000
gen=68,96,99,97.820000
gen=69,97,99,97.880000
gen=70,97,99,97.960000
gen=71,97,99,98.080000
gen=72,97,99,98.120000
gen=73,97,99,98.220000
gen=74,98,99,98.340000
gen=75,98,99,98.460000
gen=76,98,100,98.600000
gen=77,98,100,98.780000
gen=78,98,100,98.840000
gen=79,98,100,98.940000
gen=80,98,100,99.040000
gen=81,98,100,99.160000
gen=82,98,100,99.240000
gen=83,98,100,99.380000
gen=84,99,100,99.520000
gen=85,99,100,99.580000
gen=86,99,100,99.660000
gen=87,99,100,99.720000
gen=88,99,100,99.820000
gen=89,99,100,99.920000
gen=90,99,100,99.940000
gen=91,99,100,99.940000
gen=92,99,100,99.960000
gen=93,100,100,100.000000
gen=94,100,100,100.000000
gen=95,100,100,100.000000
gen=96,100,100,100.000000
gen=97,100,100,100.000000
gen=98,100,100,100.000000
gen=99,100,100,100.000000
trial=2
,min,max,avg
gen=0,47,61,52.800000
gen=1,49,63,55.520000
gen=2,50,65,57.640000
gen=3,55,66,59.520000
gen=4,57,68,61.440000
gen=5,59,69,63.220000
gen=6,61,70,64.680000
gen=7,62,71,66.080000
gen=8,64,72,67.780000
gen=9,65,73,69.000000
gen=10,67,75,70.140000
gen=11,68,77,71.140000
gen=12,68,77,72.360000
gen=13,70,83,73.880000
gen=14,71,83,74.980000
gen=15,71,83,76.660000
gen=16,74,83,77.820000
gen=17,75,84,78.860000
gen=18,76,85,79.940000
gen=19,77,85,81.160000
gen=20,77,85,81.920000
gen=21,81,86,82.680000
gen=22,81,87,83.420000
gen=23,82,87,83.940000
gen=24,82,87,84.540000
gen=25,83,87,84.940000
gen=26,83,89,85.700000
gen=27,84,89,86.260000
gen=28,85,91,86.860000
gen=29,85,91,87.220000
gen=30,86,91,87.700000
gen=31,86,92,88.220000
gen=32,87,93,88.680000
gen=33,87,93,89.360000
gen=34,88,93,90.020000
gen=35,89,93,90.480000
gen=36,89,93,90.880000
gen=37,89,93,91.240000
gen=38,90,93,91.780000
gen=39,91,94,92.180000
gen=40,91,95,92.460000
gen=41,91,95,92.780000
gen=42,92,96,93.280000
gen=43,92,96,93.680000
gen=44,92,96,94.040000
gen=45,92,96,94.340000
gen=46,93,96,94.680000
gen=47,93,96,94.980000
gen=48,93,97,95.140000
gen=49,94,97,95.300000
gen=50,94,97,95.460000
gen=51,94,97,95.660000
gen=52,95,97,95.900000
gen=53,95,97,95.920000
gen=54,95,98,96.120000
gen=55,95,98,96.340000
gen=56,95,98,96.520000
gen=57,95,98,96.640000
gen=58,95,98,96.740000
gen=59,95,98,96.880000
gen=60,96,98,97.140000
gen=61,96,98,97.380000
gen=62,96,99,97.500000
gen=63,96,99,97.600000
gen=64,97,99,97.800000
gen=65,97,99,97.920000
gen=66,97,99,98.000000
gen=67,97,99,98.140000
gen=68,97,99,98.280000
gen=69,97,100,98.380000
gen=70,97,100,98.460000
gen=71,98,100,98.580000
gen=72,98,100,98.680000
gen=73,98,100,98.840000
gen=74,98,100,98.980000
gen=75,98,100,99.060000
gen=76,98,100,99.180000
gen=77,98,100,99.300000
gen=78,99,100,99.400000
gen=79,99,100,99.460000
gen=80,99,100,99.460000
gen=81,99,100,99.620000
gen=82,99,100,99.660000
gen=83,99,100,99.740000
gen=84,99,100,99.800000
gen=85,99,100,99.880000
gen=86,99,100,99.880000
gen=87,99,100,99.920000
gen=88,99,100,99.940000
gen=89,99,100,99.940000
gen=90,99,100,99.980000
gen=91,100,100,100.000000
gen=92,100,100,100.000000
gen=93,100,100,100.000000
gen=94,100,100,100.000000
gen=95,100,100,100.000000
gen=96,100,100,100.000000
gen=97,100,100,100.000000
gen=98,100,100,100.000000
gen=99,100,100,100.000000
trial=3
,min,max,avg
gen=0,44,58,52.860000
gen=1,50,60,55.360000
gen=2,52,62,57.340000
gen=3,53,65,58.740000
gen=4,55,68,60.460000
gen=5,56,69,62.440000
gen=6,60,71,64.140000
gen=7,60,75,65.700000
gen=8,60,75,66.640000
gen=9,60,75,67.920000
gen=10,63,75,69.080000
gen=11,63,75,69.660000
gen=12,68,78,71.760000
gen=13,69,78,73.080000
gen=14,71,78,74.280000
gen=15,73,83,75.960000
gen=16,74,83,77.200000
gen=17,75,84,78.580000
gen=18,75,85,79.740000
gen=19,77,85,80.720000
gen=20,78,86,81.800000
gen=21,80,87,82.680000
gen=22,81,88,83.680000
gen=23,81,88,84.360000
gen=24,82,88,85.140000
gen=25,82,88,85.900000
gen=26,84,89,86.580000
gen=27,85,91,87.240000
gen=28,85,91,87.760000
gen=29,86,93,88.440000
gen=30,87,93,88.880000
gen=31,88,93,89.320000
gen=32,88,93,89.660000
gen=33,88,93,89.900000
gen=34,88,93,90.360000
gen=35,88,93,90.660000
gen=36,88,93,91.240000
gen=37,89,94,91.720000
gen=38,89,94,92.080000
gen=39,90,95,92.460000
gen=40,91,96,93.120000
gen=41,92,96,93.580000
gen=42,92,96,93.780000
gen=43,92,96,94.060000
gen=44,93,96,94.360000
gen=45,93,97,94.700000
gen=46,93,97,95.060000
gen=47,94,97,95.340000
gen=48,94,97,95.540000
gen=49,94,97,95.700000
gen=50,94,97,95.840000
gen=51,95,97,96.060000
gen=52,95,97,96.220000
gen=53,95,98,96.400000
gen=54,95,98,96.500000
gen=55,96,98,96.640000
gen=56,96,98,96.820000
gen=57,96,99,97.020000
gen=58,96,99,97.160000
gen=59,96,99,97.380000
gen=60,97,99,97.580000
gen=61,97,99,97.740000
gen=62,97,99,97.820000
gen=63,97,99,97.880000
gen=64,97,99,98.020000
gen=65,97,99,98.180000
gen=66,97,100,98.240000
gen=67,97,100,98.400000
gen=68,97,100,98.520000
gen=69,97,100,98.600000
gen=70,98,100,98.760000
gen=71,98,100,98.880000
gen=72,98,100,99.040000
gen=73,98,100,99.160000
gen=74,98,100,99.300000
gen=75,98,100,99.420000
gen=76,98,100,99.520000
gen=77,98,100,99.600000
gen=78,99,100,99.680000
gen=79,99,100,99.760000
gen=80,99,100,99.800000
gen=81,99,100,99.840000
gen=82,99,100,99.880000
gen=83,99,100,99.880000
gen=84,99,100,99.880000
gen=85,99,100,99.920000
gen=86,99,100,99.980000
gen=87,99,100,99.980000
gen=88,99,100,99.980000
gen=89,100,100,100.000000
gen=90,100,100,100.000000
gen=91,100,100,100.000000
gen=92,100,100,100.000000
gen=93,100,100,100.000000
gen=94,100,100,100.000000
gen=95,100,100,100.000000
gen=96,100,100,100.000000
gen=97,100,100,100.000000
gen=98,100,100,100.000000
gen=99,100,100,100.000000
trial=4
,min,max,avg
gen=0,43,59,52.300000
gen=1,45,60,54.560000
gen=2,46,62,55.940000
gen=3,52,65,58.000000
gen=4,56,65,59.380000
gen=5,57,67,61.060000
gen=6,60,67,62.660000
gen=7,60,71,64.080000
gen=8,62,72,65.400000
gen=9,64,74,66.660000
gen=10,64,74,67.300000
gen=11,65,76,68.600000
gen=12,66,76,70.060000
gen=13,66,77,71.080000
gen=14,67,80,72.460000
gen=15,69,80,73.220000
gen=16,70,80,74.160000
gen=17,70,80,75.220000
gen=18,70,84,76.440000
gen=19,73,84,77.840000
gen=20,75,84,78.400000
gen=21,76,84,79.340000
gen=22,76,84,80.140000
gen=23,78,84,80.680000
gen=24,78,85,81.320000
gen=25,78,87,82.300000
gen=26,80,87,83.100000
gen=27,81,87,83.840000
gen=28,82,87,84.540000
gen=29,83,89,85.180000
gen=30,83,90,85.820000
gen=31,84,90,86.380000
gen=32,85,90,87.000000
gen=33,85,90,87.520000
gen=34,86,90,88.100000
gen=35,86,91,88.640000
gen=36,86,92,89.080000
gen=37,87,93,89.480000
gen=38,88,93,90.000000
gen=39,89,93,90.380000
gen=40,89,93,90.780000
gen=41,89,94,91.200000
gen=42,89,94,91.600000
gen=43,91,94,91.960000
gen=44,91,94,92.360000
gen=45,91,95,92.800000
gen=46,91,95,93.120000
gen=47,92,95,93.600000
gen=48,92,96,93.940000
gen=49,92,96,94.220000
gen=50,93,97,94.480000
gen=51,93,97,94.580000
gen=52,94,97,94.980000
gen=53,94,97,95.160000
gen=54,94,97,95.340000
gen=55,94,97,95.620000
gen=56,95,97,95.940000
gen=57,95,98,96.220000
gen=58,95,98,96.380000
gen=59,95,99,96.740000
gen=60,95,99,96.960000
gen=61,95,99,97.100000
gen=62,96,99,97.360000
gen=63,96,99,97.480000
gen=64,96,100,97.780000
gen=65,96,100,97.960000
gen=66,97,100,98.320000
gen=67,97,100,98.520000
gen=68,97,100,98.680000
gen=69,97,100,98.900000
gen=70,97,100,99.020000
gen=71,98,100,99.220000
gen=72,99,100,99.320000
gen=73,99,100,99.380000
gen=74,99,100,99.440000
gen=75,99,100,99.580000
gen=76,99,100,99.660000
gen=77,99,100,99.740000
gen=78,99,100,99.860000
gen=79,99,100,99.940000
gen=80,99,100,99.960000
gen=81,99,100,99.960000
gen=82,99,100,99.960000
gen=83,99,100,99.980000
gen=84,100,100,100.000000
gen=85,100,100,100.000000
gen=86,100,100,100.000000
gen=87,100,100,100.000000
gen=88,100,100,100.000000
gen=89,100,100,100.000000
gen=90,100,100,100.000000
gen=91,100,100,100.000000
gen=92,100,100,100.000000
gen=93,100,100,100.000000
gen=94,100,100,100.000000
gen=95,100,100,100.000000
gen=96,100,100,100.000000
gen=97,100,100,100.000000
gen=98,100,100,100.000000
gen=99,100,100,100.000000
trial=5
,min,max,avg
gen=0,45,65,54.100000
gen=1,50,67,57.100000
gen=2,54,67,59.300000
gen=3,55,69,61.360000
gen=4,57,69,62.220000
gen=5,58,70,62.880000
gen=6,59,73,64.860000
gen=7,59,75,66.820000
gen=8,64,75,68.820000
gen=9,66,75,69.760000
gen=10,66,75,70.960000
gen=11,67,77,71.960000
gen=12,67,77,72.620000
gen=13,68,79,73.800000
gen=14,70,80,74.640000
gen=15,70,80,75.160000
gen=16,71,81,76.320000
gen=17,74,81,77.300000
gen=18,75,82,78.560000
gen=19,76,84,79.320000
gen=20,78,84,80.460000
gen=21,78,84,81.280000
gen=22,80,86,82.240000
gen=23,81,87,82.900000
gen=24,81,87,83.380000
gen=25,81,87,84.040000
gen=26,82,87,84.520000
gen=27,83,87,85.040000
gen=28,83,89,85.620000
gen=29,84,89,85.980000
gen=30,84,90,86.460000
gen=31,85,90,87.020000
gen=32,85,90,87.380000
gen=33,85,90,87.700000
gen=34,86,90,88.080000
gen=35,87,90,88.480000
gen=36,87,92,88.880000
gen=37,87,92,89.240000
gen=38,88,92,89.800000
gen=39,88,92,89.980000
gen=40,89,92,90.360000
gen=41,89,93,90.640000
gen=42,89,94,91.080000
gen=43,90,94,91.520000
gen=44,90,94,91.960000
gen=45,91,94,92.480000
gen=46,91,94,92.760000
gen=47,92,96,93.240000
gen=48,92,96,93.560000
gen=49,92,96,94.080000
gen=50,93,96,94.440000
gen=51,93,97,94.940000
gen=52,94,97,95.300000
gen=53,94,98,95.640000
gen=54,95,98,95.860000
gen=55,95,98,96.080000
gen=56,95,98,96.260000
gen=57,95,98,96.440000
gen=58,96,99,96.700000
gen=59,96,99,96.960000
gen=60,96,99,97.120000
gen=61,96,99,97.340000
gen=62,96,99,97.680000
gen=63,96,99,97.920000
gen=64,96,99,98.160000
gen=65,97,99,98.320000
gen=66,97,99,98.400000
gen=67,97,99,98.540000
gen=68,98,100,98.700000
gen=69,98,100,98.900000
gen=70,98,100,98.980000
gen=71,98,100,99.100000
gen=72,98,100,99.200000
gen=73,98,100,99.220000
gen=74,98,100,99.280000
gen=75,98,100,99.380000
gen=76,98,100,99.480000
gen=77,98,100,99.520000
gen=78,98,100,99.560000
gen=79,98,100,99.680000
gen=80,99,100,99.740000
gen=81,99,100,99.860000
gen=82,99,100,99.880000
gen=83,99,100,99.900000
gen=84,99,100,99.940000
gen=85,99,100,99.960000
gen=86,99,100,99.960000
gen=87,100,100,100.000000
gen=88,100,100,100.000000
gen=89,100,100,100.000000
gen=90,100,100,100.000000
gen=91,100,100,100.000000
gen=92,100,100,100.000000
gen=93,100,100,100.000000
gen=94,100,100,100.000000
gen=95,100,100,100.000000
gen=96,100,100,100.000000
gen=97,100,100,100.000000
gen=98,100,100,100.000000
gen=99,100,100,100.000000
trial=6
,min,max,avg
gen=0,45,63,52.420000
gen=1,48,63,54.240000
gen=2,49,68,56.300000
gen=3,50,68,58.360000
gen=4,54,71,60.900000
gen=5,54,71,62.500000
gen=6,56,73,63.860000
gen=7,56,78,66.040000
gen=8,56,78,67.840000
gen=9,62,78,69.820000
gen=10,67,78,72.000000
gen=11,69,78,73.560000
gen=12,70,80,74.920000
gen=13,71,80,76.200000
gen=14,72,82,77.400000
gen=15,72,82,78.060000
gen=16,73,83,78.640000
gen=17,77,83,79.620000
gen=18,78,84,80.440000
gen=19,78,84,81.040000
gen=20,79,84,81.540000
gen=21,80,85,82.160000
gen=22,80,85,82.600000
gen=23,81,86,83.140000
gen=24,81,86,83.560000
gen=25,82,87,84.220000
gen=26,82,87,84.560000
gen=27,83,87,85.100000
gen=28,83,88,85.700000
gen=29,84,89,86.140000
gen=30,84,90,86.580000
gen=31,85,90,87.060000
gen=32,86,90,87.560000
gen=33,86,90,88.000000
gen=34,87,91,88.440000
gen=35,87,93,88.960000
gen=36,87,93,89.420000
gen=37,87,93,89.960000
gen=38,88,93,90.420000
gen=39,89,94,91.200000
gen=40,89,94,91.680000
gen=41,90,95,92.160000
gen=42,90,95,92.640000
gen=43,91,95,93.060000
gen=44,91,96,93.300000
gen=45,91,97,93.700000
gen=46,92,97,93.920000
gen=47,92,97,94.220000
gen=48,93,98,94.640000
gen=49,93,98,94.980000
gen=50,94,98,95.380000
gen=51,94,98,95.600000
gen=52,94,98,95.860000
gen=53,95,99,96.200000
gen=54,95,99,96.540000
gen=55,95,99,96.900000
gen=56,96,99,97.100000
gen=57,96,99,97.280000
gen=58,96,99,97.480000
gen=59,97,99,97.860000
gen=60,97,99,98.000000
gen=61,97,99,98.240000
gen=62,97,99,98.460000
gen=63,97,100,98.620000
gen=64,97,100,98.640000
gen=65,98,100,98.760000
gen=66,98,100,98.940000
gen=67,98,100,99.000000
gen=68,98,100,99.140000
gen=69,98,100,99.200000
gen=70,98,100,99.220000
gen=71,98,100,99.360000
gen=72,98,100,99.440000
gen=73,98,100,99.500000
gen=74,98,100,99.560000
gen=75,99,100,99.640000
gen=76,99,100,99.720000
gen=77,99,100,99.760000
gen=78,99,100,99.780000
gen=79,99,100,99.900000
gen=80,99,100,99.960000
gen=81,99,100,99.960000
gen=82,99,100,99.960000
gen=83,99,100,99.960000
gen=84,99,100,99.980000
gen=85,99,100,99.980000
gen=86,100,100,100.000000
gen=87,100,100,100.000000
gen=88,100,100,100.000000
gen=89,100,100,100.000000
gen=90,100,100,100.000000
gen=91,100,100,100.000000
gen=92,100,100,100.000000
gen=93,100,100,100.000000
gen=94,100,100,100.000000
gen=95,100,100,100.000000
gen=96,100,100,100.000000
gen=97,100,100,100.000000
gen=98,100,100,100.000000
gen=99,100,100,100.000000
trial=7
,min,max,avg
gen=0,43,59,51.840000
gen=1,47,61,53.700000
gen=2,49,62,55.700000
gen=3,52,65,57.600000
gen=4,55,65,59.440000
gen=5,57,65,60.640000
gen=6,59,66,61.780000
gen=7,59,70,62.940000
gen=8,59,74,64.280000
gen=9,60,74,66.360000
gen=10,63,75,67.500000
gen=11,64,75,68.720000
gen=12,64,75,69.700000
gen=13,67,75,71.220000
gen=14,69,77,72.500000
gen=15,69,78,73.600000
gen=16,69,78,74.760000
gen=17,72,78,75.420000
gen=18,73,78,76.000000
gen=19,75,80,76.780000
gen=20,75,83,77.540000
gen=21,76,84,78.340000
gen=22,77,84,79.180000
gen=23,77,84,80.020000
gen=24,78,85,80.860000
gen=25,79,85,81.760000
gen=26,79,85,82.300000
gen=27,80,87,83.080000
gen=28,82,88,83.800000
gen=29,82,88,84.520000
gen=30,83,88,85.240000
gen=31,84,89,85.880000
gen=32,84,89,86.540000
gen=33,85,90,87.220000
gen=34,86,90,87.740000
gen=35,86,90,88.040000
gen=36,87,92,88.540000
gen=37,87,92,89.040000
gen=38,88,92,89.340000
gen=39,88,94,89.820000
gen=40,88,94,90.300000
gen=41,89,94,90.820000
gen=42,89,94,91.360000
gen=43,89,94,91.660000
gen=44,90,95,92.100000
gen=45,90,95,92.440000
gen=46,91,95,92.760000
gen=47,91,96,93.120000
gen=48,91,96,93.420000
gen=49,92,96,93.900000
gen=50,92,96,94.160000
gen=51,92,97,94.560000
gen=52,94,97,94.860000
gen=53,94,97,95.260000
gen=54,94,98,95.540000
gen=55,94,98,95.780000
gen=56,95,98,96.060000
gen=57,95,98,96.480000
gen=58,95,98,96.700000
gen=59,95,99,97.000000
gen=60,95,99,97.220000
gen=61,96,99,97.420000
gen=62,96,99,97.680000
gen=63,97,100,97.960000
gen=64,97,100,98.200000
gen=65,97,100,98.340000
gen=66,97,100,98.460000
gen=67,97,100,98.640000
gen=68,97,100,98.840000
gen=69,97,100,99.060000
gen=70,98,100,99.280000
gen=71,98,100,99.420000
gen=72,98,100,99.460000
gen=73,99,100,99.600000
gen=74,99,100,99.700000
gen=75,99,100,99.780000
gen=76,99,100,99.860000
gen=77,99,100,99.920000
gen=78,99,100,99.920000
gen=79,99,100,99.960000
gen=80,99,100,99.980000
gen=81,100,100,100.000000
gen=82,100,100,100.000000
gen=83,100,100,100.000000
gen=84,100,100,100.000000
gen=85,100,100,100.000000
gen=86,100,100,100.000000
gen=87,100,100,100.000000
gen=88,100,100,100.000000
gen=89,100,100,100.000000
gen=90,100,100,100.000000
gen=91,100,100,100.000000
gen=92,100,100,100.000000
gen=93,100,100,100.000000
gen=94,100,100,100.000000
gen=95,100,100,100.000000
gen=96,100,100,100.000000
gen=97,100,100,100.000000
gen=98,100,100,100.000000
gen=99,100,100,100.000000
trial=8
,min,max,avg
gen=0,42,61,52.920000
gen=1,46,61,54.240000
gen=2,48,63,56.200000
gen=3,52,63,58.120000
gen=4,52,64,59.460000
gen=5,56,66,60.780000
gen=6,56,68,61.680000
gen=7,58,70,62.900000
gen=8,60,71,64.920000
gen=9,61,74,65.980000
gen=10,61,74,67.400000
gen=11,65,77,68.860000
gen=12,66,78,70.440000
gen=13,68,78,71.740000
gen=14,70,78,72.740000
gen=15,71,82,74.420000
gen=16,71,82,76.040000
gen=17,73,83,77.240000
gen=18,74,83,78.160000
gen=19,74,83,79.020000
gen=20,76,83,79.960000
gen=21,78,83,80.700000
gen=22,78,85,81.480000
gen=23,80,87,82.280000
gen=24,80,87,82.940000
gen=25,81,87,83.560000
gen=26,82,87,84.060000
gen=27,83,87,84.560000
gen=28,83,87,84.800000
gen=29,84,88,85.280000
gen=30,84,89,85.800000
gen=31,84,89,86.020000
gen=32,85,89,86.580000
gen=33,85,89,87.040000
gen=34,86,89,87.500000
gen=35,86,90,87.760000
gen=36,87,91,88.220000
gen=37,87,91,88.700000
gen=38,88,92,89.180000
gen=39,88,93,89.660000
gen=40,88,93,90.040000
gen=41,89,93,90.400000
gen=42,89,94,90.720000
gen=43,89,94,91.160000
gen=44,90,94,91.580000
gen=45,90,94,91.980000
gen=46,91,95,92.400000
gen=47,91,95,92.680000
gen=48,92,95,93.060000
gen=49,92,96,93.300000
gen=50,92,96,93.680000
gen=51,92,96,93.980000
gen=52,93,96,94.240000
gen=53,93,96,94.520000
gen=54,93,96,94.760000
gen=55,94,96,94.940000
gen=56,94,97,95.220000
gen=57,94,97,95.400000
gen=58,94,97,95.600000
gen=59,94,98,95.920000
gen=60,94,98,96.200000
gen=61,95,98,96.520000
gen=62,95,98,96.600000
gen=63,95,100,96.840000
gen=64,95,100,96.980000
gen=65,96,100,97.200000
gen=66,96,100,97.420000
gen=67,96,100,97.600000
gen=68,96,100,97.680000
gen=69,97,100,97.860000
gen=70,97,100,98.100000
gen=71,97,100,98.240000
gen=72,97,100,98.480000
gen=73,97,100,98.680000
gen=74,97,100,98.780000
gen=75,98,100,99.060000
gen=76,98,100,99.260000
gen=77,98,100,99.400000
gen=78,98,100,99.480000
gen=79,98,100,99.540000
gen=80,98,100,99.620000
gen=81,99,100,99.740000
gen=82,99,100,99.820000
gen=83,99,100,99.900000
gen=84,99,100,99.960000
gen=85,99,100,99.980000
gen=86,100,100,100.000000
gen=87,100,100,100.000000
gen=88,100,100,100.000000
gen=89,100,100,100.000000
gen=90,100,100,100.000000
gen=91,100,100,100.000000
gen=92,100,100,100.000000
gen=93,100,100,100.000000
gen=94,100,100,100.000000
gen=95,100,100,100.000000
gen=96,100,100,100.000000
gen=97,100,100,100.000000
gen=98,100,100,100.000000
gen=99,100,100,100.000000
trial=9
,min,max,avg
gen=0,45,64,52.980000
gen=1,47,64,55.480000
gen=2,49,64,57.820000
gen=3,52,65,59.340000
gen=4,55,66,61.060000
gen=5,57,66,61.940000
gen=6,59,70,63.340000
gen=7,61,72,64.760000
gen=8,63,72,66.140000
gen=9,64,72,67.360000
gen=10,66,74,68.980000
gen=11,66,74,69.700000
gen=12,68,77,70.980000
gen=13,69,79,72.020000
gen=14,70,79,73.220000
gen=15,70,79,74.180000
gen=16,70,79,74.860000
gen=17,70,80,75.380000
gen=18,72,82,76.580000
gen=19,73,82,77.300000
gen=20,75,83,78.620000
gen=21,76,83,79.720000
gen=22,77,87,80.540000
gen=23,78,87,81.280000
gen=24,80,88,82.160000
gen=25,80,88,82.680000
gen=26,80,89,84.160000
gen=27,80,89,84.980000
gen=28,80,89,85.380000
gen=29,83,89,86.140000
gen=30,84,90,86.900000
gen=31,85,91,87.600000
gen=32,86,92,88.300000
gen=33,86,92,88.700000
gen=34,86,93,89.240000
gen=35,87,93,89.660000
gen=36,87,93,90.360000
gen=37,89,93,90.960000
gen=38,90,93,91.360000
gen=39,90,94,91.640000
gen=40,90,94,91.980000
gen=41,91,95,92.320000
gen=42,91,95,92.720000
gen=43,91,96,93.240000
gen=44,91,96,93.720000
gen=45,92,96,94.060000
gen=46,92,96,94.220000
gen=47,92,96,94.380000
gen=48,92,98,94.740000
gen=49,93,98,95.080000
gen=50,93,98,95.360000
gen=51,94,98,95.820000
gen=52,94,98,96.060000
gen=53,95,98,96.400000
gen=54,95,99,96.940000
gen=55,95,99,97.280000
gen=56,95,99,97.540000
gen=57,96,99,97.840000
gen=58,96,100,98.120000
gen=59,97,100,98.320000
gen=60,98,100,98.660000
gen=61,98,100,98.860000
gen=62,98,100,99.000000
gen=63,98,100,99.240000
gen=64,98,100,99.300000
gen=65,98,100,99.400000
gen=66,98,100,99.520000
gen=67,98,100,99.620000
gen=68,99,100,99.760000
gen=69,99,100,99.860000
gen=70,99,100,99.880000
gen=71,99,100,99.880000
gen=72,99,100,99.920000
gen=73,100,100,100.000000
gen=74,100,100,100.000000
gen=75,100,100,100.000000
gen=76,100,100,100.000000
gen=77,100,100,100.000000
gen=78,100,100,100.000000
gen=79,100,100,100.000000
gen=80,100,100,100.000000
gen=81,100,100,100.000000
gen=82,100,100,100.000000
gen=83,100,100,100.000000
gen=84,100,100,100.000000
gen=85,100,100,100.000000
gen=86,100,100,100.000000
gen=87,100,100,100.000000
gen=88,100,100,100.000000
