trial=0
,min,max,avg
gen=93,90.000000,90.000000,90.000000
gen=94,90.000000,90.000000,90.000000
gen=95,90.000000,90.000000,90.000000
gen=96,90.000000,90.000000,90.000000
gen=97,90.000000,90.000000,90.000000
gen=98,90.000000,90.000000,90.000000
gen=99,90.000000,90.000000,90.000000
trial=7
,min,max,avg
gen=0,43.000000,59.000000,51.800000
gen=1,47.000000,59.000000,53.940000
gen=2,51.000000,61.000000,55.760000
gen=3,53.000000,65.000000,57.640000
gen=4,55.000000,65.000000,59.380000
gen=5,57.000000,66.000000,61.200000
gen=6,59.000000,68.000000,62.860000
gen=7,61.000000,68.000000,64.180000
gen=8,63.000000,69.000000,65.400000
gen=9,63.000000,72.000000,66.540000
gen=10,65.000000,72.000000,67.740000
gen=11,67.000000,72.000000,68.680000
gen=12,67.000000,73.000000,69.380000
gen=13,68.000000,73.000000,70.220000
gen=14,68.000000,73.000000,70.940000
gen=15,68.000000,73.000000,71.140000
gen=16,68.000000,74.000000,71.680000
gen=17,68.000000,75.000000,72.400000
gen=18,71.000000,78.000000,73.520000
gen=19,71.000000,78.000000,73.980000
gen=20,72.000000,78.000000,74.720000
gen=21,73.000000,79.000000,75.640000
gen=22,74.000000,80.000000,76.580000
gen=23,75.000000,80.000000,77.400000
gen=24,75.000000,81.000000,78.260000
gen=25,77.000000,83.000000,79.200000
gen=26,79.000000,83.000000,80.260000
gen=27,79.000000,84.000000,81.180000
gen=28,80.000000,86.000000,81.960000
gen=29,81.000000,86.000000,82.580000
gen=30,81.000000,86.000000,83.160000
gen=31,82.000000,87.000000,83.940000
gen=32,83.000000,87.000000,84.540000
gen=33,84.000000,87.000000,85.000000
gen=34,84.000000,87.000000,85.600000
gen=35,85.000000,87.000000,85.940000
gen=36,85.000000,88.000000,86.440000
gen=37,85.000000,88.000000,86.700000
gen=38,86.000000,89.000000,87.180000
gen=39,87.000000,89.000000,87.520000
gen=40,87.000000,89.000000,87.960000
gen=41,87.000000,90.000000,88.300000
gen=42,88.000000,90.000000,88.760000
gen=43,88.000000,90.000000,89.220000
gen=44,89.000000,91.000000,89.520000
gen=45,89.000000,91.000000,89.880000
gen=46,89.000000,91.000000,90.120000
gen=47,89.000000,91.000000,90.400000
gen=48,90.000000,91.000000,90.760000
gen=49,90.000000,91.000000,90.880000
gen=50,90.000000,91.000000,90.920000
gen=51,91.000000,91.000000,91.000000
gen=52,91.000000,92.000000,91.020000
gen=53,91.000000,92.000000,91.040000
gen=54,91.000000,92.000000,91.040000
gen=55,91.000000,92.000000,91.080000
gen=56,91.000000,92.000000,91.160000
gen=57,91.000000,92.000000,91.280000
gen=58,91.000000,92.000000,91.540000
gen=59,91.000000,92.000000,91.800000
gen=60,91.000000,92.000000,91.880000
gen=61,92.000000,93.000000,92.020000
gen=62,92.000000,93.000000,92.060000
gen=63,92.000000,93.000000,92.140000
gen=64,92.000000,93.000000,92.240000
gen=65,92.000000,93.000000,92.440000
gen=66,92.000000,93.000000,92.700000
gen=67,92.000000,93.000000,92.840000
gen=68,93.000000,93.000000,93.000000
gen=69,93.000000,93.000000,93.000000
gen=70,93.000000,93.000000,93.000000
gen=71,93.000000,93.000000,93.000000
gen=72,93.000000,93.000000,93.000000
gen=73,93.000000,93.000000,93.000000
gen=74,93.000000,93.000000,93.000000
gen=75,93.000000,93.000000,93.000000
gen=76,93.000000,93.000000,93.000000
gen=77,93.000000,93.000000,93.000000
gen=78,93.000000,93.000000,93.000000
gen=79,93.000000,93.000000,93.000000
gen=80,93.000000,93.000000,93.000000
gen=81,93.000000,93.000000,93.000000
gen=82,93.000000,93.000000,93.000000
gen=83,93.000000,93.000000,93.000000
gen=84,93.000000,93.000000,93.000000
gen=85,93.000000,93.000000,93.000000
gen=86,93.000000,93.000000,93.000000
gen=87,93.000000,93.000000,93.000000
gen=88,93.000000,93.000000,93.000000
gen=89,93.000000,93.000000,93.000000
gen=90,93.000000,93.000000,93.000000
gen=91,93.000000,93.000000,93.000000
gen=92,93.000000,93.000000,93.000000
gen=93,93.000000,93.000000,93.000000
gen=94,93.000000,93.000000,93.000000
gen=95,93.000000,93.000000,93.000000
gen=96,93.000000,93.000000,93.000000
gen=97,93.000000,93.000000,93.000000
gen=98,93.000000,93.000000,93.000000
gen=99,93.000000,93.000000,93.000000
trial=8
,min,max,avg
gen=0,42.000000,60.000000,52.660000
gen=1,48.000000,63.000000,55.460000
gen=2,48.000000,65.000000,56.740000
gen=3,50.000000,67.000000,58.780000
gen=4,51.000000,67.000000,59.580000
gen=5,56.000000,68.000000,61.760000
gen=6,58.000000,70.000000,63.020000
gen=7,58.000000,70.000000,64.080000
gen=8,62.000000,70.000000,65.800000
gen=9,63.000000,70.000000,66.480000
gen=10,63.000000,73.000000,67.800000
gen=11,66.000000,73.000000,68.800000
gen=12,66.000000,73.000000,69.960000
gen=13,68.000000,74.000000,71.220000
gen=14,69.000000,76.000000,72.280000
gen=15,69.000000,77.000000,73.240000
gen=16,69.000000,77.000000,74.080000
gen=17,72.000000,78.000000,75.180000
gen=18,73.000000,78.000000,75.920000
gen=19,74.000000,81.000000,76.920000
gen=20,75.000000,81.000000,77.640000
gen=21,76.000000,81.000000,78.520000
gen=22,76.000000,82.000000,79.300000
gen=23,76.000000,82.000000,79.800000
gen=24,77.000000,83.000000,80.460000
gen=25,77.000000,83.000000,80.820000
gen=26,77.000000,84.000000,81.620000
gen=27,79.000000,84.000000,82.460000
gen=28,82.000000,84.000000,83.080000
gen=29,83.000000,85.000000,83.460000
gen=30,83.000000,86.000000,83.720000
gen=31,83.000000,86.000000,84.340000
gen=32,83.000000,86.000000,84.740000
gen=33,84.000000,87.000000,85.260000
gen=34,85.000000,87.000000,86.000000
gen=35,85.000000,88.000000,86.400000
gen=36,85.000000,88.000000,86.860000
gen=37,86.000000,89.000000,87.360000
gen=38,87.000000,89.000000,87.740000
gen=39,87.000000,89.000000,88.000000
gen=40,87.000000,89.000000,88.020000
gen=41,87.000000,90.000000,88.240000
gen=42,88.000000,90.000000,88.360000
gen=43,88.000000,90.000000,88.400000
gen=44,88.000000,90.000000,88.620000
gen=45,88.000000,90.000000,89.000000
gen=46,88.000000,91.000000,89.340000
gen=47,88.000000,91.000000,89.620000
gen=48,89.000000,91.000000,89.840000
gen=49,89.000000,91.000000,90.180000
gen=50,89.000000,91.000000,90.300000
gen=51,90.000000,91.000000,90.520000
gen=52,90.000000,92.000000,90.800000
gen=53,90.000000,92.000000,91.000000
gen=54,90.000000,92.000000,91.140000
gen=55,91.000000,92.000000,91.400000
gen=56,91.000000,93.000000,91.540000
gen=57,91.000000,93.000000,91.880000
gen=58,92.000000,93.000000,92.220000
gen=59,92.000000,93.000000,92.340000
gen=60,92.000000,94.000000,92.500000
gen=61,92.000000,94.000000,92.780000
gen=62,92.000000,94.000000,93.120000
gen=63,93.000000,94.000000,93.340000
gen=64,93.000000,94.000000,93.600000
gen=65,93.000000,94.000000,93.640000
gen=66,93.000000,94.000000,93.800000
gen=67,94.000000,94.000000,94.000000
gen=68,94.000000,94.000000,94.000000
gen=69,94.000000,94.000000,94.000000
gen=70,94.000000,94.000000,94.000000
gen=71,94.000000,94.000000,94.000000
gen=72,94.000000,94.000000,94.000000
gen=73,94.000000,94.000000,94.000000
gen=74,94.000000,94.000000,94.000000
gen=75,94.000000,94.000000,94.000000
gen=76,94.000000,94.000000,94.000000
gen=77,94.000000,94.000000,94.000000
gen=78,94.000000,94.000000,94.000000
gen=79,94.000000,94.000000,94.000000
gen=80,94.000000,94.000000,94.000000
gen=81,94.000000,94.000000,94.000000
gen=82,94.000000,94.000000,94.000000
gen=83,94.000000,94.000000,94.000000
gen=84,94.000000,94.000000,94.000000
gen=85,94.000000,94.000000,94.000000
gen=86,94.000000,94.000000,94.000000
gen=87,94.000000,94.000000,94.000000
gen=88,94.000000,94.000000,94.000000
gen=89,94.000000,94.000000,94.000000
gen=90,94.000000,94.000000,94.000000
gen=91,94.000000,94.000000,94.000000
gen=92,94.000000,94.000000,94.000000
gen=93,94.000000,94.000000,94.000000
gen=94,94.000000,94.000000,94.000000
gen=95,94.000000,94.000000,94.000000
gen=96,94.000000,94.000000,94.000000
gen=97,94.000000,94.000000,94.000000
gen=98,94.000000,94.000000,94.000000
gen=99,94.000000,94.000000,94.000000
trial=9
,min,max,avg
gen=0,44.000000,62.000000,52.580000
gen=1,46.000000,62.000000,55.140000
gen=2,50.000000,65.000000,57.260000
gen=3,54.000000,65.000000,58.780000
gen=4,55.000000,66.000000,60.520000
gen=5,56.000000,68.000000,61.580000
gen=6,58.000000,68.000000,62.860000
gen=7,58.000000,68.000000,63.680000
gen=8,62.000000,70.000000,64.680000
gen=9,62.000000,70.000000,65.180000
gen=10,62.000000,70.000000,66.180000
gen=11,64.000000,71.000000,67.360000
gen=12,66.000000,72.000000,68.700000
gen=13,67.000000,74.000000,69.640000
gen=14,67.000000,74.000000,70.380000
gen=15,67.000000,76.000000,71.080000
gen=16,68.000000,76.000000,72.260000
gen=17,69.000000,76.000000,73.220000
gen=18,71.000000,77.000000,74.340000
gen=19,73.000000,78.000000,75.120000
gen=20,74.000000,78.000000,75.820000
gen=21,75.000000,79.000000,76.640000
gen=22,76.000000,80.000000,77.140000
gen=23,76.000000,81.000000,77.840000
gen=24,76.000000,83.000000,78.580000
gen=25,76.000000,83.000000,79.280000
gen=26,78.000000,83.000000,80.020000
gen=27,79.000000,83.000000,80.600000
gen=28,79.000000,84.000000,81.400000
gen=29,79.000000,85.000000,82.160000
gen=30,81.000000,85.000000,82.880000
gen=31,82.000000,87.000000,83.600000
gen=32,83.000000,87.000000,84.140000
gen=33,83.000000,88.000000,84.820000
gen=34,83.000000,88.000000,85.220000
gen=35,84.000000,88.000000,85.900000
gen=36,85.000000,88.000000,86.380000
gen=37,85.000000,88.000000,86.880000
gen=38,87.000000,88.000000,87.420000
gen=39,87.000000,88.000000,87.640000
gen=40,87.000000,89.000000,87.840000
gen=41,88.000000,89.000000,88.100000
gen=42,88.000000,89.000000,88.120000
gen=43,88.000000,89.000000,88.220000
gen=44,88.000000,89.000000,88.320000
gen=45,88.000000,89.000000,88.400000
gen=46,88.000000,89.000000,88.600000
gen=47,88.000000,89.000000,88.820000
gen=48,88.000000,89.000000,88.980000
gen=49,89.000000,89.000000,89.000000
gen=50,89.000000,89.000000,89.000000
gen=51,89.000000,89.000000,89.000000
gen=52,89.000000,89.000000,89.000000
gen=53,89.000000,89.000000,89.000000
gen=54,89.000000,89.000000,89.000000
gen=55,89.000000,89.000000,89.000000
gen=56,89.000000,89.000000,89.000000
gen=57,89.000000,89.000000,89.000000
gen=58,89.000000,89.000000,89.000000
gen=59,89.000000,89.000000,89.000000
gen=60,89.000000,89.000000,89.000000
gen=61,89.000000,89.000000,89.000000
gen=62,89.000000,89.000000,89.000000
gen=63,89.000000,89.000000,89.000000
gen=64,89.000000,89.000000,89.000000
gen=65,89.000000,89.000000,89.000000
gen=66,89.000000,89.000000,89.000000
gen=67,89.000000,89.000000,89.000000
gen=68,89.000000,89.000000,89.000000
gen=69,89.000000,89.000000,89.000000
gen=70,89.000000,89.000000,89.000000
gen=71,89.000000,89.000000,89.000000
gen=72,89.000000,89.000000,89.000000
gen=73,89.000000,89.000000,89.000000
gen=74,89.000000,89.000000,89.000000
gen=75,89.000000,89.000000,89.000000
gen=76,89.000000,89.000000,89.000000
gen=77,89.000000,89.000000,89.000000
gen=78,89.000000,89.000000,89.000000
gen=79,89.000000,89.000000,89.000000
gen=80,89.000000,89.000000,89.000000
gen=81,89.000000,89.000000,89.000000
gen=82,89.000000,89.000000,89.000000
gen=83,89.000000,89.000000,89.000000
gen=84,89.000000,89.000000,89.000000
gen=85,89.000000,89.000000,89.000000
gen=86,89.000000,89.000000,89.000000
gen=87,89.000000,89.000000,89.000000
gen=88,89.000000,89.000000,89.000000
gen=89,89.000000,89.000000,89.000000
gen=90,89.000000,89.000000,89.000000
gen=91,89.000000,89.000000,89.000000
gen=92,89.000000,89.000000,89.000000
gen=93,89.000000,89.000000,89.000000
gen=94,89.000000,89.000000,89.000000
gen=95,89.000000,89.000000,89.000000
gen=96,89.000000,89.000000,89.000000
gen=97,89.000000,89.000000,89.000000
gen=98,89.000000,89.000000,89.000000
gen=99,89.000000,89.000000,89.000000
trial=10
,min,max,avg
gen=0,40.000000,63.000000,52.840000
gen=1,46.000000,64.000000,55.320000
gen=2,49.000000,68.000000,57.880000
gen=3,54.000000,68.000000,59.920000
gen=4,54.000000,68.000000,62.000000
gen=5,57.000000,69.000000,63.920000
gen=6,60.000000,73.000000,65.440000
gen=7,63.000000,73.000000,66.920000
gen=8,64.000000,73.000000,67.800000
gen=9,65.000000,73.000000,68.520000
gen=10,67.000000,75.000000,69.420000
gen=11,67.000000,75.000000,69.900000
gen=12,67.000000,75.000000,70.820000
gen=13,68.000000,77.000000,72.140000
gen=14,70.000000,77.000000,73.280000
gen=15,72.000000,78.000000,74.360000
gen=16,72.000000,78.000000,74.860000
gen=17,73.000000,80.000000,75.780000
gen=18,73.000000,81.000000,76.940000
gen=19,74.000000,81.000000,77.860000
gen=20,75.000000,83.000000,78.780000
gen=21,77.000000,83.000000,79.720000
gen=22,78.000000,83.000000,80.680000
gen=23,79.000000,84.000000,81.380000
gen=24,80.000000,84.000000,82.080000
gen=25,81.000000,84.000000,82.600000
gen=26,81.000000,85.000000,83.460000
gen=27,81.000000,88.000000,84.040000
gen=28,81.000000,88.000000,84.480000
gen=29,82.000000,88.000000,84.820000
gen=30,84.000000,88.000000,85.560000
gen=31,84.000000,88.000000,86.060000
gen=32,84.000000,90.000000,86.740000
gen=33,86.000000,90.000000,87.340000
gen=34,86.000000,90.000000,87.880000
gen=35,86.000000,90.000000,88.360000
gen=36,87.000000,90.000000,88.800000
gen=37,87.000000,91.000000,89.120000
gen=38,88.000000,92.000000,89.860000
gen=39,89.000000,92.000000,90.300000
gen=40,89.000000,92.000000,90.520000
gen=41,90.000000,92.000000,91.060000
gen=42,90.000000,92.000000,91.500000
gen=43,91.000000,93.000000,91.840000
gen=44,92.000000,93.000000,92.100000
gen=45,92.000000,93.000000,92.200000
gen=46,92.000000,93.000000,92.360000
gen=47,92.000000,93.000000,92.500000
gen=48,92.000000,93.000000,92.800000
gen=49,92.000000,93.000000,92.880000
gen=50,92.000000,93.000000,92.900000
gen=51,92.000000,93.000000,92.920000
gen=52,93.000000,94.000000,93.020000
gen=53,93.000000,94.000000,93.040000
gen=54,93.000000,94.000000,93.040000
gen=55,93.000000,94.000000,93.100000
gen=56,93.000000,94.000000,93.180000
gen=57,93.000000,94.000000,93.340000
gen=58,93.000000,94.000000,93.360000
gen=59,93.000000,94.000000,93.520000
gen=60,93.000000,94.000000,93.720000
gen=61,93.000000,94.000000,93.880000
gen=62,93.000000,94.000000,93.960000
gen=63,94.000000,94.000000,94.000000
gen=64,94.000000,94.000000,94.000000
gen=65,94.000000,94.000000,94.000000
gen=66,94.000000,94.000000,94.000000
gen=67,94.000000,94.000000,94.000000
gen=68,94.000000,94.000000,94.000000
gen=69,94.000000,94.000000,94.000000
gen=70,94.000000,94.000000,94.000000
gen=71,94.000000,94.000000,94.000000
gen=72,94.000000,94.000000,94.000000
gen=73,94.000000,94.000000,94.000000
gen=74,94.000000,94.000000,94.000000
gen=75,94.000000,94.000000,94.000000
gen=76,94.000000,94.000000,94.000000
gen=77,94.000000,94.000000,94.000000
gen=78,94.000000,94.000000,94.000000
gen=79,94.000000,94.000000,94.000000
gen=80,94.000000,94.000000,94.000000
gen=81,94.000000,94.000000,94.000000
gen=82,94.000000,94.000000,94.000000
gen=83,94.000000,94.000000,94.000000
gen=84,94.000000,94.000000,94.000000
gen=85,94.000000,94.000000,94.000000
gen=86,94.000000,94.000000,94.000000
gen=87,94.000000,94.000000,94.000000
gen=88,94.000000,94.000000,94.000000
gen=89,94.000000,94.000000,94.000000
gen=90,94.000000,94.000000,94.000000
gen=91,94.000000,94.000000,94.000000
gen=92,94.000000,94.000000,94.000000
gen=93,94.000000,94.000000,94.000000
gen=94,94.000000,94.000000,94.000000
gen=95,94.000000,94.000000,94.000000
gen=96,94.000000,94.000000,94.000000
gen=97,94.000000,94.000000,94.000000
gen=98,94.000000,94.000000,94.000000
gen=99,94.000000,94.000000,94.000000
trial=11
,min,max,avg
gen=0,46.000000,62.000000,52.420000
gen=1,48.000000,62.000000,54.140000
gen=2,50.000000,62.000000,56.260000
gen=3,50.000000,65.000000,57.660000
gen=4,50.000000,65.000000,58.640000
gen=5,54.000000,65.000000,60.420000
gen=6,59.000000,70.000000,62.320000
gen=7,59.000000,72.000000,63.340000
gen=8,60.000000,72.000000,64.800000
gen=9,63.000000,72.000000,66.400000
gen=10,64.000000,73.000000,67.460000
gen=11,65.000000,73.000000,68.520000
gen=12,66.000000,73.000000,69.320000
gen=13,67.000000,75.000000,70.380000
gen=14,68.000000,75.000000,71.500000
gen=15,69.000000,75.000000,71.920000
gen=16,69.000000,75.000000,72.480000
gen=17,71.000000,75.000000,73.200000
gen=18,73.000000,76.000000,74.020000
gen=19,73.000000,76.000000,74.600000
gen=20,74.000000,77.000000,75.100000
gen=21,74.000000,77.000000,75.480000
gen=22,74.000000,77.000000,75.900000
gen=23,75.000000,78.000000,76.320000
gen=24,75.000000,78.000000,76.600000
gen=25,75.000000,78.000000,76.880000
gen=26,76.000000,79.000000,77.420000
gen=27,76.000000,80.000000,77.660000
gen=28,77.000000,80.000000,78.180000
gen=29,77.000000,80.000000,78.420000
gen=30,77.000000,81.000000,78.860000
gen=31,77.000000,81.000000,79.140000
gen=32,78.000000,81.000000,79.460000
gen=33,79.000000,81.000000,79.740000
gen=34,79.000000,81.000000,80.020000
gen=35,80.000000,81.000000,80.160000
gen=36,80.000000,81.000000,80.320000
gen=37,80.000000,81.000000,80.480000
gen=38,80.000000,81.000000,80.640000
gen=39,80.000000,81.000000,80.640000
gen=40,80.000000,81.000000,80.880000
gen=41,80.000000,81.000000,80.920000
gen=42,80.000000,81.000000,80.920000
gen=43,80.000000,81.000000,80.960000
gen=44,81.000000,81.000000,81.000000
gen=45,81.000000,81.000000,81.000000
gen=46,81.000000,81.000000,81.000000
gen=47,81.000000,81.000000,81.000000
gen=48,81.000000,81.000000,81.000000
gen=49,81.000000,81.000000,81.000000
gen=50,81.000000,81.000000,81.000000
gen=51,81.000000,81.000000,81.000000
gen=52,81.000000,81.000000,81.000000
gen=53,81.000000,81.000000,81.000000
gen=54,81.000000,81.000000,81.000000
gen=55,81.000000,81.000000,81.000000
gen=56,81.000000,81.000000,81.000000
gen=57,81.000000,81.000000,81.000000
gen=58,81.000000,81.000000,81.000000
gen=59,81.000000,81.000000,81.000000
gen=60,81.000000,81.000000,81.000000
gen=61,81.000000,81.000000,81.000000
gen=62,81.000000,81.000000,81.000000
gen=63,81.000000,81.000000,81.000000
gen=64,81.000000,81.000000,81.000000
gen=65,81.000000,81.000000,81.000000
gen=66,81.000000,81.000000,81.000000
gen=67,81.000000,81.000000,81.000000
gen=68,81.000000,81.000000,81.000000
gen=69,81.000000,81.000000,81.000000
gen=70,81.000000,81.000000,81.000000
gen=71,81.000000,81.000000,81.000000
gen=72,81.000000,81.000000,81.000000
gen=73,81.000000,81.000000,81.000000
gen=74,81.000000,81.000000,81.000000
gen=75,81.000000,81.000000,81.000000
gen=76,81.000000,81.000000,81.000000
gen=77,81.000000,81.000000,81.000000
gen=78,81.000000,81.000000,81.000000
gen=79,81.000000,81.000000,81.000000
gen=80,81.000000,81.000000,81.000000
gen=81,81.000000,81.000000,81.000000
gen=82,81.000000,81.000000,81.000000
gen=83,81.000000,81.000000,81.000000
gen=84,81.000000,81.000000,81.000000
gen=85,81.000000,81.000000,81.000000
gen=86,81.000000,81.000000,81.000000
gen=87,81.000000,81.000000,81.000000
gen=88,81.000000,81.000000,81.000000
gen=89,81.000000,81.000000,81.000000
gen=90,81.000000,81.000000,81.000000
gen=91,81.000000,81.000000,81.000000
gen=92,81.000000,81.000000,81.000000
gen=93,81.000000,81.000000,81.000000
gen=94,81.000000,81.000000,81.000000
gen=95,81.000000,81.000000,81.000000
gen=96,81.000000,81.000000,81.000000
gen=97,81.000000,81.000000,81.000000
gen=98,81.000000,81.000000,81.000000
gen=99,81.000000,81.000000,81.000000
trial=12
,min,max,avg
gen=0,41.000000,62.000000,52.940000
gen=1,47.000000,67.000000,55.400000
gen=2,49.000000,70.000000,57.660000
gen=3,54.000000,70.000000,59.460000
gen=4,55.000000,70.000000,61.440000
gen=5,59.000000,72.000000,63.520000
gen=6,59.000000,72.000000,64.920000
gen=7,60.000000,72.000000,66.220000
gen=8,63.000000,73.000000,68.160000
gen=9,64.000000,76.000000,69.680000
gen=10,64.000000,76.000000,70.620000
gen=11,69.000000,76.000000,71.740000
gen=12,71.000000,76.000000,72.900000
gen=13,71.000000,76.000000,73.860000
gen=14,72.000000,77.000000,74.180000
gen=15,72.000000,77.000000,74.980000
gen=16,73.000000,77.000000,75.760000
gen=17,74.000000,78.000000,76.440000
gen=18,75.000000,78.000000,76.960000
gen=19,76.000000,81.000000,77.560000
gen=20,77.000000,81.000000,78.220000
gen=21,77.000000,81.000000,78.820000
gen=22,78.000000,82.000000,79.460000
gen=23,78.000000,82.000000,80.040000
gen=24,79.000000,83.000000,80.500000
gen=25,79.000000,84.000000,81.260000
gen=26,81.000000,84.000000,82.060000
gen=27,81.000000,84.000000,82.480000
gen=28,81.000000,84.000000,82.840000
gen=29,81.000000,85.000000,83.180000
gen=30,82.000000,85.000000,83.580000
gen=31,82.000000,85.000000,83.880000
gen=32,82.000000,85.000000,84.100000
gen=33,83.000000,86.000000,84.560000
gen=34,83.000000,86.000000,84.820000
gen=35,84.000000,87.000000,85.200000
gen=36,85.000000,87.000000,85.580000
gen=37,85.000000,87.000000,85.840000
gen=38,85.000000,88.000000,86.320000
gen=39,85.000000,88.000000,86.700000
gen=40,86.000000,89.000000,87.140000
gen=41,86.000000,89.000000,87.200000
gen=42,86.000000,89.000000,87.240000
gen=43,87.000000,89.000000,87.500000
gen=44,87.000000,89.000000,87.760000
gen=45,87.000000,89.000000,88.180000
gen=46,87.000000,89.000000,88.600000
gen=47,87.000000,89.000000,88.900000
gen=48,89.000000,89.000000,89.000000
gen=49,89.000000,89.000000,89.000000
gen=50,89.000000,89.000000,89.000000
gen=51,89.000000,89.000000,89.000000
gen=52,89.000000,89.000000,89.000000
gen=53,89.000000,89.000000,89.000000
gen=54,89.000000,89.000000,89.000000
gen=55,89.000000,89.000000,89.000000
gen=56,89.000000,89.000000,89.000000
gen=57,89.000000,89.000000,89.000000
gen=58,89.000000,89.000000,89.000000
gen=59,89.000000,89.000000,89.000000
gen=60,89.000000,89.000000,89.000000
gen=61,89.000000,89.000000,89.000000
gen=62,89.000000,89.000000,89.000000
gen=63,89.000000,89.000000,89.000000
gen=64,89.000000,89.000000,89.000000
gen=65,89.000000,89.000000,89.000000
gen=66,89.000000,89.000000,89.000000
gen=67,89.000000,89.000000,89.000000
gen=68,89.000000,89.000000,89.000000
gen=69,89.000000,89.000000,89.000000
gen=70,89.000000,89.000000,89.000000
gen=71,89.000000,89.000000,89.000000
gen=72,89.000000,90.000000,89.020000
gen=73,89.000000,90.000000,89.040000
gen=74,89.000000,90.000000,89.080000
gen=75,89.000000,90.000000,89.160000
gen=76,89.000000,90.000000,89.320000
gen=77,89.000000,90.000000,89.440000
gen=78,89.000000,90.000000,89.680000
gen=79,89.000000,90.000000,89.840000
gen=80,89.000000,90.000000,89.920000
gen=81,90.000000,90.000000,90.000000
gen=82,90.000000,90.000000,90.000000
gen=83,90.000000,90.000000,90.000000
gen=84,90.000000,90.000000,90.000000
gen=85,90.000000,90.000000,90.000000
gen=86,90.000000,90.000000,90.000000
gen=87,90.000000,90.000000,90.000000
gen=88,90.000000,90.000000,90.000000
gen=89,90.000000,90.000000,90.000000
gen=90,90.000000,90.000000,90.000000
gen=91,90.000000,90.000000,90.000000
gen=92,90.000000,90.000000,90.000000
gen=93,90.000000,90.000000,90.000000
gen=94,90.000000,90.000000,90.000000
gen=95,90.000000,90.000000,90.000000
gen=96,90.000000,90.000000,90.000000
gen=97,90.000000,90.000000,90.000000
gen=98,90.000000,90.000000,90.000000
gen=99,90.000000,90.000000,90.000000
trial=13
,min,max,avg
gen=0,46.000000,62.000000,51.520000
gen=1,49.000000,63.000000,53.720000
gen=2,50.000000,63.000000,55.520000
gen=3,50.000000,63.000000,56.820000
gen=4,53.000000,65.000000,58.460000
gen=5,53.000000,65.000000,59.920000
gen=6,53.000000,66.000000,61.320000
gen=7,58.000000,67.000000,62.760000
gen=8,60.000000,68.000000,64.100000
gen=9,61.000000,69.000000,65.220000
gen=10,63.000000,71.000000,66.440000
gen=11,65.000000,73.000000,67.480000
gen=12,65.000000,73.000000,68.600000
gen=13,67.000000,74.000000,70.100000
gen=14,69.000000,75.000000,71.420000
gen=15,70.000000,76.000000,72.600000
gen=16,71.000000,77.000000,73.700000
gen=17,72.000000,80.000000,74.740000
gen=18,73.000000,80.000000,75.840000
gen=19,74.000000,80.000000,76.820000
gen=20,74.000000,82.000000,77.660000
gen=21,76.000000,83.000000,78.660000
gen=22,77.000000,83.000000,79.540000
gen=23,77.000000,83.000000,79.880000
gen=24,78.000000,84.000000,80.700000
gen=25,79.000000,84.000000,81.580000
gen=26,80.000000,85.000000,82.140000
gen=27,80.000000,85.000000,82.620000
gen=28,80.000000,85.000000,82.840000
gen=29,82.000000,86.000000,83.520000
gen=30,83.000000,86.000000,84.000000
gen=31,83.000000,86.000000,84.080000
gen=32,83.000000,86.000000,84.520000
gen=33,83.000000,86.000000,84.900000
gen=34,83.000000,86.000000,85.300000
gen=35,85.000000,87.000000,85.860000
gen=36,85.000000,87.000000,86.040000
gen=37,86.000000,88.000000,86.240000
gen=38,86.000000,88.000000,86.520000
gen=39,86.000000,89.000000,86.880000
gen=40,86.000000,89.000000,87.260000
gen=41,86.000000,90.000000,87.700000
gen=42,87.000000,90.000000,88.160000
gen=43,88.000000,90.000000,88.580000
gen=44,88.000000,90.000000,89.040000
gen=45,88.000000,91.000000,89.460000
gen=46,88.000000,91.000000,89.720000
gen=47,89.000000,91.000000,89.960000
gen=48,89.000000,91.000000,90.100000
gen=49,89.000000,91.000000,90.160000
gen=50,90.000000,91.000000,90.380000
gen=51,90.000000,91.000000,90.600000
gen=52,90.000000,91.000000,90.760000
gen=53,90.000000,91.000000,90.880000
gen=54,90.000000,91.000000,90.920000
gen=55,91.000000,91.000000,91.000000
gen=56,91.000000,91.000000,91.000000
gen=57,91.000000,91.000000,91.000000
gen=58,91.000000,91.000000,91.000000
gen=59,91.000000,91.000000,91.000000
gen=60,91.000000,91.000000,91.000000
gen=61,91.000000,91.000000,91.000000
gen=62,91.000000,91.000000,91.000000
gen=63,91.000000,91.000000,91.000000
gen=64,91.000000,91.000000,91.000000
gen=65,91.000000,91.000000,91.000000
gen=66,91.000000,91.000000,91.000000
gen=67,91.000000,91.000000,91.000000
gen=68,91.000000,91.000000,91.000000
gen=69,91.000000,91.000000,91.000000
gen=70,91.000000,91.000000,91.000000
gen=71,91.000000,91.000000,91.000000
gen=72,91.000000,91.000000,91.000000
gen=73,91.000000,91.000000,91.000000
gen=74,91.000000,91.000000,91.000000
gen=75,91.000000,91.000000,91.000000
gen=76,91.000000,91.000000,91.000000
gen=77,91.000000,91.000000,91.000000
gen=78,91.000000,91.000000,91.000000
gen=79,91.000000,91.000000,91.000000
gen=80,91.000000,91.000000,91.000000
gen=81,91.000000,91.000000,91.000000
gen=82,91.000000,91.000000,91.000000
gen=83,91.000000,91.000000,91.000000
gen=84,91.000000,91.000000,91.000000
gen=85,91.000000,91.000000,91.000000
gen=86,91.000000,91.000000,91.000000
