trial=0
,min,max,avg
gen=89,55,76,66.940000
gen=90,58,76,67.060000
gen=91,60,77,67.920000
gen=92,59,77,66.860000
gen=93,59,75,66.640000
gen=94,58,73,66.040000
gen=95,57,73,65.580000
gen=96,55,72,65.900000
gen=97,58,75,66.100000
gen=98,55,74,66.200000
gen=99,59,74,66.320000
trial=10
,min,max,avg
gen=0,38,64,50.720000
gen=1,39,62,51.420000
gen=2,39,62,51.300000
gen=3,40,60,52.080000
gen=4,39,66,53.120000
gen=5,39,65,53.400000
gen=6,38,65,54.300000
gen=7,44,64,54.760000
gen=8,48,67,56.000000
gen=9,46,65,56.460000
gen=10,46,67,55.940000
gen=11,47,67,55.960000
gen=12,45,68,56.320000
gen=13,47,67,57.500000
gen=14,46,67,57.520000
gen=15,44,66,56.600000
gen=16,49,68,57.720000
gen=17,49,66,57.520000
gen=18,51,66,58.180000
gen=19,49,68,58.120000
gen=20,46,67,57.180000
gen=21,51,67,57.400000
gen=22,49,67,56.840000
gen=23,51,67,57.260000
gen=24,50,65,57.480000
gen=25,52,64,58.260000
gen=26,53,64,57.960000
gen=27,52,65,58.320000
gen=28,51,66,58.340000
gen=29,52,65,59.000000
gen=30,53,66,59.140000
gen=31,52,67,59.700000
gen=32,51,65,59.060000
gen=33,52,65,58.020000
gen=34,50,67,58.420000
gen=35,50,69,59.080000
gen=36,52,70,59.720000
gen=37,51,68,60.320000
gen=38,52,70,60.380000
gen=39,52,70,60.260000
gen=40,51,68,60.520000
gen=41,50,68,60.180000
gen=42,49,69,60.440000
gen=43,51,68,60.560000
gen=44,50,67,60.220000
gen=45,52,67,59.780000
gen=46,50,67,60.000000
gen=47,50,67,60.180000
gen=48,52,69,60.260000
gen=49,52,65,60.040000
gen=50,52,67,59.760000
gen=51,52,69,59.880000
gen=52,50,68,58.980000
gen=53,53,64,58.740000
gen=54,51,63,58.460000
gen=55,52,64,58.640000
gen=56,51,64,58.900000
gen=57,51,66,58.180000
gen=58,50,65,58.360000
gen=59,52,65,58.420000
gen=60,52,68,58.560000
gen=61,51,66,58.620000
gen=62,50,65,58.940000
gen=63,53,65,59.120000
gen=64,52,67,59.080000
gen=65,51,65,58.680000
gen=66,50,70,58.640000
gen=67,50,68,59.100000
gen=68,51,66,59.020000
gen=69,51,68,59.740000
gen=70,53,66,60.320000
gen=71,52,67,60.580000
gen=72,53,69,60.820000
gen=73,50,67,60.960000
gen=74,52,69,61.440000
gen=75,52,73,60.800000
gen=76,55,72,61.600000
gen=77,54,72,62.140000
gen=78,54,70,62.120000
gen=79,54,70,62.200000
gen=80,57,71,61.760000
gen=81,53,70,61.340000
gen=82,54,74,62.660000
gen=83,53,69,62.760000
gen=84,56,71,63.360000
gen=85,56,77,63.500000
gen=86,54,75,63.460000
gen=87,55,75,63.680000
gen=88,52,74,63.660000
gen=89,56,73,63.820000
gen=90,53,70,63.660000
gen=91,55,71,64.080000
gen=92,57,73,64.300000
gen=93,57,74,64.640000
gen=94,58,74,63.480000
gen=95,52,72,63.280000
gen=96,56,71,62.960000
gen=97,55,72,62.260000
gen=98,54,73,62.580000
gen=99,54,70,61.740000
trial=11
,min,max,avg
gen=0,37,62,50.400000
gen=1,41,61,51.480000
gen=2,42,61,52.520000
gen=3,45,62,52.700000
gen=4,45,60,53.240000
gen=5,44,62,54.500000
gen=6,46,63,55.140000
gen=7,47,62,55.500000
gen=8,47,63,56.100000
gen=9,46,62,55.720000
gen=10,46,65,56.380000
gen=11,45,66,56.100000
gen=12,44,68,55.480000
gen=13,45,61,54.480000
gen=14,43,62,54.840000
gen=15,48,61,55.600000
gen=16,46,64,55.200000
gen=17,45,69,56.740000
gen=18,51,68,56.940000
gen=19,50,65,56.640000
gen=20,50,63,56.940000
gen=21,51,64,56.900000
gen=22,50,65,56.760000
gen=23,51,65,56.940000
gen=24,50,63,57.280000
gen=25,48,65,57.940000
gen=26,49,64,57.640000
gen=27,50,64,57.340000
gen=28,45,66,58.220000
gen=29,46,66,57.280000
gen=30,43,65,56.680000
gen=31,43,66,56.720000
gen=32,49,66,57.580000
gen=33,50,67,58.120000
gen=34,50,66,58.300000
gen=35,51,67,59.640000
gen=36,50,72,58.800000
gen=37,49,73,57.900000
gen=38,49,65,57.680000
gen=39,47,68,57.800000
gen=40,47,67,58.700000
gen=41,53,71,59.620000
gen=42,50,70,59.860000
gen=43,49,69,60.220000
gen=44,50,70,60.420000
gen=45,52,72,61.720000
gen=46,48,71,62.960000
gen=47,56,71,63.320000
gen=48,56,69,63.300000
gen=49,55,69,62.420000
gen=50,53,70,62.060000
gen=51,53,72,62.880000
gen=52,56,73,63.680000
gen=53,53,71,63.300000
gen=54,51,72,63.700000
gen=55,52,70,63.440000
gen=56,53,70,63.800000
gen=57,58,71,64.600000
gen=58,57,71,63.960000
gen=59,57,71,64.400000
gen=60,56,71,64.360000
gen=61,54,71,63.480000
gen=62,55,73,62.540000
gen=63,56,74,63.140000
gen=64,57,76,62.700000
gen=65,57,72,62.700000
gen=66,58,71,62.880000
gen=67,57,70,62.680000
gen=68,57,71,62.960000
gen=69,56,73,63.400000
gen=70,55,71,63.240000
gen=71,56,71,63.440000
gen=72,53,73,64.200000
gen=73,57,74,64.260000
gen=74,57,73,64.280000
gen=75,56,69,64.180000
gen=76,56,70,64.020000
gen=77,57,70,64.240000
gen=78,57,71,64.080000
gen=79,56,71,64.440000
gen=80,56,70,64.540000
gen=81,57,72,64.520000
gen=82,57,72,65.080000
gen=83,56,71,64.960000
gen=84,56,73,64.580000
gen=85,57,74,64.200000
gen=86,56,73,64.480000
gen=87,57,74,64.980000
gen=88,56,72,65.160000
gen=89,54,72,65.760000
gen=90,61,73,66.160000
gen=91,59,75,65.760000
gen=92,56,71,66.140000
gen=93,56,73,66.320000
gen=94,55,73,65.800000
gen=95,58,73,65.980000
gen=96,61,73,66.100000
gen=97,60,72,65.920000
gen=98,60,72,65.940000
gen=99,58,72,65.460000
trial=12
,min,max,avg
gen=0,34,61,49.480000
gen=1,36,59,50.140000
gen=2,38,61,50.820000
gen=3,41,62,51.920000
gen=4,36,61,51.800000
gen=5,41,63,51.700000
gen=6,44,60,52.200000
gen=7,45,62,52.640000
gen=8,42,62,52.600000
gen=9,43,62,53.220000
gen=10,46,62,53.900000
gen=11,44,62,53.440000
gen=12,44,64,54.380000
gen=13,46,63,54.080000
gen=14,45,63,53.480000
gen=15,47,63,53.880000
gen=16,49,64,54.680000
gen=17,47,66,54.960000
gen=18,48,66,55.080000
gen=19,46,67,54.860000
gen=20,44,63,54.900000
gen=21,49,62,55.400000
gen=22,49,61,55.780000
gen=23,45,63,55.780000
gen=24,50,64,56.100000
gen=25,48,65,56.420000
gen=26,51,66,57.580000
gen=27,52,65,58.040000
gen=28,51,65,58.000000
gen=29,51,63,57.020000
gen=30,51,64,56.820000
gen=31,51,64,57.360000
gen=32,53,64,57.200000
gen=33,48,67,57.600000
gen=34,49,67,57.840000
gen=35,53,67,57.980000
gen=36,49,66,57.440000
gen=37,49,65,56.700000
gen=38,47,64,56.340000
gen=39,48,65,56.520000
gen=40,48,64,56.420000
gen=41,49,64,55.840000
gen=42,48,67,55.920000
gen=43,47,66,56.480000
gen=44,45,67,56.160000
gen=45,46,65,55.960000
gen=46,45,68,56.840000
gen=47,48,72,57.380000
gen=48,47,70,57.180000
gen=49,50,66,57.580000
gen=50,50,67,57.780000
gen=51,46,67,57.880000
gen=52,47,68,58.320000
gen=53,44,68,58.880000
gen=54,48,68,59.520000
gen=55,47,73,60.800000
gen=56,53,70,60.840000
gen=57,52,69,60.880000
gen=58,49,68,60.740000
gen=59,50,68,60.320000
gen=60,49,69,60.440000
gen=61,52,67,59.620000
gen=62,52,67,59.740000
gen=63,52,72,59.800000
gen=64,49,71,60.000000
gen=65,53,67,60.360000
gen=66,54,67,60.460000
gen=67,53,67,60.120000
gen=68,54,66,59.900000
gen=69,54,70,59.900000
gen=70,52,69,60.880000
gen=71,52,69,60.220000
gen=72,53,66,60.580000
gen=73,52,68,59.660000
gen=74,53,67,59.920000
gen=75,53,68,60.020000
gen=76,54,69,60.140000
gen=77,54,70,60.280000
gen=78,52,67,60.400000
gen=79,54,69,60.740000
gen=80,54,68,60.880000
gen=81,53,71,61.320000
gen=82,52,68,60.580000
gen=83,49,69,60.140000
gen=84,54,69,59.900000
gen=85,54,69,59.760000
gen=86,53,69,59.780000
gen=87,50,67,58.840000
gen=88,52,73,60.040000
gen=89,51,72,59.960000
gen=90,54,67,60.580000
gen=91,54,71,61.020000
gen=92,53,72,61.880000
gen=93,55,71,61.740000
gen=94,56,67,61.100000
gen=95,51,72,61.580000
gen=96,54,70,60.840000
gen=97,54,68,60.620000
gen=98,55,67,60.860000
gen=99,54,67,60.860000
trial=13
,min,max,avg
gen=0,41,60,49.360000
gen=1,41,61,50.600000
gen=2,44,62,51.240000
gen=3,44,63,50.900000
gen=4,42,59,50.560000
gen=5,42,61,50.840000
gen=6,43,62,51.700000
gen=7,41,59,51.940000
gen=8,40,62,53.120000
gen=9,43,62,52.880000
gen=10,44,64,53.320000
gen=11,46,66,54.460000
gen=12,45,64,53.600000
gen=13,44,63,53.740000
gen=14,42,61,53.560000
gen=15,48,64,55.020000
gen=16,47,65,55.820000
gen=17,45,66,55.540000
gen=18,47,65,55.580000
gen=19,45,66,56.180000
gen=20,47,70,56.100000
gen=21,48,72,57.260000
gen=22,46,71,57.940000
gen=23,48,69,57.980000
gen=24,48,68,57.920000
gen=25,47,67,58.140000
gen=26,49,66,58.060000
gen=27,49,65,57.420000
gen=28,50,64,57.900000
gen=29,51,65,57.900000
gen=30,50,67,58.880000
gen=31,48,65,59.140000
gen=32,50,68,58.760000
gen=33,47,66,59.260000
gen=34,44,66,59.560000
gen=35,45,66,59.440000
gen=36,50,67,59.900000
gen=37,49,69,59.620000
gen=38,52,65,59.640000
gen=39,52,69,60.360000
gen=40,53,67,60.080000
gen=41,53,65,59.620000
gen=42,53,64,59.400000
gen=43,51,65,59.460000
gen=44,51,65,59.980000
gen=45,53,66,60.440000
gen=46,55,66,60.780000
gen=47,51,67,60.980000
gen=48,50,70,61.240000
gen=49,50,69,60.980000
gen=50,51,72,60.500000
gen=51,50,74,60.260000
gen=52,52,77,59.660000
gen=53,47,77,59.460000
gen=54,48,68,59.740000
gen=55,50,70,60.620000
gen=56,51,68,60.660000
gen=57,54,70,60.960000
gen=58,52,71,60.640000
gen=59,53,71,61.140000
gen=60,52,69,60.560000
gen=61,53,72,60.020000
gen=62,52,69,60.220000
gen=63,53,69,60.340000
gen=64,53,69,60.160000
gen=65,51,66,60.220000
gen=66,49,67,60.740000
gen=67,44,69,60.240000
gen=68,47,68,59.940000
gen=69,53,69,60.840000
gen=70,52,68,60.320000
gen=71,49,68,60.500000
gen=72,54,71,61.260000
gen=73,55,68,61.040000
gen=74,55,71,60.080000
gen=75,50,69,59.440000
gen=76,48,72,60.060000
gen=77,51,72,60.780000
gen=78,52,72,61.040000
gen=79,53,72,62.200000
gen=80,54,70,62.140000
gen=81,54,70,62.100000
gen=82,52,68,61.880000
gen=83,54,71,61.460000
gen=84,51,67,60.580000
gen=85,51,67,60.400000
gen=86,52,68,59.640000
gen=87,52,66,59.700000
gen=88,52,69,59.900000
gen=89,55,68,60.480000
gen=90,52,67,60.500000
gen=91,55,68,61.220000
gen=92,53,68,61.160000
gen=93,51,70,60.900000
gen=94,53,71,60.700000
gen=95,53,70,61.820000
gen=96,51,70,61.580000
gen=97,53,72,62.400000
gen=98,54,71,62.360000
gen=99,54,71,62.060000
trial=14
,min,max,avg
gen=0,42,61,50.880000
gen=1,43,63,51.220000
gen=2,43,61,51.280000
gen=3,42,63,52.300000
gen=4,44,63,53.220000
gen=5,41,65,53.660000
gen=6,40,64,53.440000
gen=7,45,63,54.180000
gen=8,44,63,54.520000
gen=9,41,68,54.540000
gen=10,48,64,55.080000
gen=11,43,66,55.620000
gen=12,45,62,55.060000
gen=13,47,66,55.200000
gen=14,46,66,55.300000
gen=15,48,65,55.600000
gen=16,47,62,54.480000
gen=17,47,63,55.500000
gen=18,49,62,55.920000
gen=19,48,64,56.020000
gen=20,49,63,55.520000
gen=21,46,64,55.100000
gen=22,45,64,56.280000
gen=23,48,65,56.660000
gen=24,50,65,56.620000
gen=25,49,68,56.420000
gen=26,48,64,56.140000
gen=27,48,66,56.620000
gen=28,45,65,57.340000
gen=29,46,70,57.520000
gen=30,46,69,57.420000
gen=31,48,70,57.960000
gen=32,49,71,58.420000
gen=33,51,72,59.180000
gen=34,49,72,59.060000
gen=35,50,71,59.040000
gen=36,51,71,59.960000
gen=37,52,71,60.900000
gen=38,51,72,60.900000
gen=39,52,70,61.260000
gen=40,52,71,61.720000
gen=41,51,72,61.600000
gen=42,49,71,61.920000
gen=43,49,72,62.300000
gen=44,51,73,62.080000
gen=45,51,71,62.400000
gen=46,52,74,62.840000
gen=47,51,72,63.340000
gen=48,56,70,63.440000
gen=49,56,73,63.440000
gen=50,54,74,63.800000
gen=51,55,75,64.360000
gen=52,56,74,65.540000
gen=53,57,75,65.400000
gen=54,56,76,65.380000
gen=55,54,74,64.340000
gen=56,55,75,64.360000
gen=57,55,75,64.500000
gen=58,57,76,64.560000
gen=59,55,74,65.080000
gen=60,57,75,66.580000
gen=61,57,76,65.940000
gen=62,54,75,66.400000
gen=63,54,75,66.460000
gen=64,53,73,66.520000
gen=65,56,74,66.220000
gen=66,59,74,65.480000
gen=67,57,73,65.120000
gen=68,57,74,64.900000
gen=69,59,76,65.140000
gen=70,56,72,64.540000
gen=71,58,71,64.200000
gen=72,57,69,63.600000
gen=73,56,70,62.980000
gen=74,53,69,62.300000
gen=75,55,68,62.480000
gen=76,52,70,61.520000
gen=77,52,71,61.080000
gen=78,52,72,61.460000
gen=79,53,72,60.980000
gen=80,55,71,61.180000
gen=81,52,71,62.180000
gen=82,51,70,60.920000
gen=83,47,71,61.080000
gen=84,50,70,60.980000
gen=85,51,70,60.980000
gen=86,51,70,60.440000
gen=87,54,70,61.640000
gen=88,53,71,62.020000
gen=89,55,73,61.420000
gen=90,54,75,61.660000
gen=91,54,73,60.500000
gen=92,55,74,62.680000
gen=93,54,73,62.800000
gen=94,58,71,64.260000
gen=95,59,70,63.580000
gen=96,57,70,63.220000
gen=97,55,71,63.100000
gen=98,56,70,63.720000
gen=99,54,70,63.520000
trial=15
,min,max,avg
gen=0,43,61,50.660000
gen=1,42,64,52.000000
gen=2,43,67,51.920000
gen=3,40,66,52.420000
gen=4,44,63,53.520000
gen=5,46,61,54.120000
gen=6,43,71,54.820000
gen=7,46,73,55.780000
gen=8,46,68,56.680000
gen=9,47,69,57.360000
gen=10,47,71,57.820000
gen=11,47,70,56.640000
gen=12,50,69,57.940000
gen=13,48,70,57.220000
gen=14,48,68,56.620000
gen=15,49,67,57.860000
gen=16,49,65,57.380000
gen=17,48,64,57.580000
gen=18,49,64,57.040000
gen=19,48,64,56.660000
gen=20,47,62,57.300000
gen=21,48,64,58.200000
gen=22,52,68,58.400000
gen=23,50,65,57.800000
gen=24,50,66,57.840000
gen=25,49,65,57.340000
gen=26,50,68,58.480000
gen=27,50,69,57.160000
gen=28,51,65,57.960000
gen=29,49,68,58.020000
gen=30,50,68,58.180000
gen=31,50,68,58.520000
gen=32,49,68,57.860000
gen=33,44,70,57.860000
gen=34,48,74,59.140000
gen=35,51,72,59.600000
gen=36,49,71,58.980000
gen=37,47,69,59.980000
gen=38,46,70,60.580000
gen=39,50,71,61.320000
gen=40,50,70,60.880000
gen=41,51,69,60.360000
gen=42,50,69,60.840000
gen=43,52,69,61.920000
gen=44,51,69,62.120000
gen=45,56,70,62.600000
gen=46,52,68,62.120000
gen=47,57,69,62.420000
gen=48,54,70,62.740000
gen=49,55,73,63.000000
gen=50,56,74,63.800000
gen=51,52,73,64.020000
gen=52,55,71,63.300000
gen=53,55,70,63.400000
gen=54,53,73,63.640000
gen=55,50,72,63.060000
gen=56,56,73,62.760000
gen=57,58,72,63.220000
gen=58,57,71,62.480000
gen=59,56,70,62.360000
gen=60,57,70,62.920000
gen=61,54,69,62.920000
gen=62,56,69,62.960000
gen=63,53,69,63.620000
gen=64,53,70,63.900000
gen=65,57,70,64.220000
gen=66,56,71,64.360000
gen=67,57,69,63.900000
gen=68,58,70,63.460000
gen=69,56,71,63.480000
gen=70,54,71,63.720000
gen=71,56,73,63.100000
gen=72,55,73,62.720000
gen=73,54,74,61.840000
gen=74,53,70,61.760000
gen=75,53,71,61.480000
gen=76,51,72,61.000000
gen=77,52,69,60.960000
gen=78,52,71,60.260000
gen=79,54,70,61.340000
gen=80,52,71,61.440000
gen=81,53,71,61.740000
gen=82,52,74,61.880000
gen=83,51,74,62.800000
gen=84,49,74,61.740000
gen=85,51,72,61.760000
gen=86,51,71,61.600000
gen=87,48,73,61.400000
gen=88,50,76,61.680000
gen=89,50,73,62.080000
gen=90,49,73,61.400000
gen=91,53,75,61.720000
gen=92,52,77,60.820000
gen=93,48,74,61.560000
gen=94,51,71,62.280000
gen=95,50,73,62.020000
gen=96,50,74,62.280000
gen=97,52,73,62.300000
gen=98,54,72,62.680000
gen=99,50,74,62.100000
trial=16
,min,max,avg
gen=0,43,62,52.240000
gen=1,39,64,51.940000
gen=2,40,65,51.920000
gen=3,42,62,52.540000
gen=4,44,68,54.700000
gen=5,44,68,56.700000
gen=6,46,69,56.660000
gen=7,44,73,57.480000
gen=8,45,70,56.920000
gen=9,46,70,58.900000
gen=10,47,68,59.500000
gen=11,45,68,58.700000
gen=12,47,67,59.520000
gen=13,49,68,60.280000
gen=14,47,70,59.900000
gen=15,46,72,61.060000
gen=16,52,70,63.000000
gen=17,47,72,63.180000
gen=18,54,71,63.600000
gen=19,55,71,64.480000
gen=20,59,72,64.600000
gen=21,58,73,64.800000
gen=22,59,71,65.360000
gen=23,59,71,65.140000
gen=24,59,72,65.200000
gen=25,53,71,65.740000
gen=26,59,72,66.320000
gen=27,59,72,66.340000
gen=28,60,72,66.200000
gen=29,60,73,65.980000
gen=30,60,75,65.980000
gen=31,61,71,65.900000
gen=32,58,71,65.840000
gen=33,59,72,65.480000
gen=34,58,71,65.220000
gen=35,59,72,65.000000
gen=36,60,73,64.980000
gen=37,58,72,64.580000
gen=38,56,71,65.020000
gen=39,57,73,66.200000
gen=40,56,74,65.540000
gen=41,54,73,66.220000
gen=42,57,72,66.280000
gen=43,59,73,65.840000
gen=44,59,70,65.280000
gen=45,58,71,64.920000
gen=46,60,73,65.400000
gen=47,57,71,65.000000
gen=48,57,69,63.880000
gen=49,58,70,64.020000
gen=50,57,72,63.580000
gen=51,58,70,63.080000
gen=52,57,72,63.420000
gen=53,57,71,62.960000
gen=54,55,70,62.480000
gen=55,54,70,62.280000
gen=56,53,70,62.460000
gen=57,54,73,62.140000
gen=58,52,73,62.420000
gen=59,53,71,61.940000
gen=60,55,70,62.360000
gen=61,53,71,62.440000
gen=62,55,70,62.900000
gen=63,55,71,62.660000
gen=64,50,69,62.440000
gen=65,54,71,62.680000
gen=66,50,73,63.280000
gen=67,56,73,63.200000
gen=68,57,77,63.480000
gen=69,52,76,63.720000
gen=70,56,73,64.080000
gen=71,53,73,65.180000
gen=72,57,74,65.640000
gen=73,55,73,65.240000
gen=74,54,72,65.080000
gen=75,56,74,65.460000
gen=76,59,72,65.480000
gen=77,57,72,66.080000
gen=78,56,75,66.220000
gen=79,56,72,65.600000
gen=80,57,74,65.780000
gen=81,55,73,65.680000
gen=82,55,71,65.200000
gen=83,54,73,64.840000
gen=84,56,72,64.740000
gen=85,54,71,64.660000
gen=86,55,72,64.200000
gen=87,57,70,64.240000
gen=88,53,70,64.180000
gen=89,55,72,63.960000
gen=90,54,71,63.240000
gen=91,56,72,63.720000
gen=92,58,72,63.960000
gen=93,54,73,63.820000
gen=94,55,70,64.220000
gen=95,55,70,64.340000
gen=96,55,75,64.620000
gen=97,55,73,64.900000
gen=98,56,75,65.060000
gen=99,57,77,65.200000
trial=17
,min,max,avg
gen=0,43,60,50.720000
gen=1,42,62,50.320000
gen=2,40,59,50.740000
gen=3,43,60,51.200000
gen=4,41,60,51.920000
gen=5,44,62,52.920000
gen=6,45,60,52.780000
gen=7,43,64,52.860000
gen=8,46,61,52.940000
gen=9,43,64,52.840000
gen=10,44,62,52.460000
gen=11,43,63,53.080000
gen=12,45,64,53.940000
gen=13,45,64,54.360000
gen=14,43,63,53.900000
gen=15,43,64,53.860000
gen=16,42,64,55.420000
gen=17,45,63,55.240000
gen=18,42,69,54.700000
gen=19,43,68,54.880000
gen=20,46,66,55.060000
gen=21,46,68,54.880000
gen=22,46,68,54.220000
gen=23,47,68,55.160000
gen=24,45,68,54.040000
gen=25,45,66,54.640000
gen=26,42,62,55.200000
gen=27,47,67,55.500000
gen=28,48,67,55.440000
gen=29,48,67,56.120000
gen=30,48,66,56.400000
gen=31,50,68,57.020000
gen=32,45,68,57.200000
gen=33,46,68,57.540000
gen=34,45,69,56.680000
gen=35,46,69,57.360000
gen=36,44,66,57.160000
gen=37,47,66,57.560000
gen=38,47,66,57.380000
gen=39,52,65,58.860000
gen=40,49,69,59.060000
gen=41,49,68,58.120000
gen=42,48,66,58.480000
gen=43,48,65,57.880000
gen=44,48,65,57.980000
gen=45,49,67,57.580000
gen=46,49,67,57.720000
gen=47,48,72,57.700000
gen=48,49,68,59.100000
gen=49,52,70,59.460000
gen=50,50,69,60.600000
gen=51,53,69,60.900000
gen=52,52,69,61.120000
gen=53,51,70,61.920000
gen=54,57,72,62.580000
gen=55,57,72,63.160000
gen=56,57,73,63.420000
gen=57,54,70,62.840000
gen=58,56,71,62.900000
gen=59,53,73,62.820000
gen=60,54,71,62.580000
gen=61,55,70,62.740000
gen=62,55,70,62.760000
gen=63,56,71,62.100000
gen=64,56,71,63.220000
gen=65,56,71,62.820000
gen=66,51,71,62.780000
gen=67,51,71,63.520000
gen=68,56,70,63.960000
gen=69,57,70,63.340000
gen=70,57,69,63.040000
gen=71,54,70,62.520000
gen=72,54,69,62.400000
gen=73,54,69,62.120000
gen=74,51,69,62.620000
gen=75,54,69,62.500000
gen=76,56,73,62.140000
gen=77,56,73,62.300000
gen=78,55,72,62.520000
gen=79,55,73,62.260000
gen=80,56,71,62.100000
gen=81,56,71,61.600000
gen=82,54,74,62.240000
gen=83,55,70,63.080000
gen=84,56,71,63.120000
gen=85,56,71,64.100000
gen=86,56,75,64.320000
gen=87,55,69,62.940000
gen=88,57,70,63.020000
gen=89,55,72,63.160000
gen=90,54,74,63.960000
gen=91,53,77,64.620000
gen=92,55,77,65.480000
gen=93,54,77,65.980000
gen=94,53,74,66.340000
gen=95,55,78,66.040000
gen=96,58,71,65.700000
gen=97,56,74,64.940000
gen=98,55,75,64.500000
gen=99,56,72,64.580000
trial=18
,min,max,avg
gen=0,42,64,50.980000
gen=1,40,64,51.300000
gen=2,43,63,52.160000
gen=3,41,64,52.040000
gen=4,41,66,52.800000
gen=5,42,63,53.380000
gen=6,45,64,53.820000
gen=7,44,64,53.860000
gen=8,47,61,53.460000
gen=9,44,61,53.300000
gen=10,47,61,53.020000
gen=11,45,62,53.420000
gen=12,45,64,54.440000
gen=13,45,65,55.220000
gen=14,42,63,55.800000
gen=15,47,64,55.820000
gen=16,47,66,56.480000
gen=17,45,70,57.520000
gen=18,46,69,57.140000
gen=19,48,72,57.680000
gen=20,47,67,58.060000
gen=21,49,67,58.620000
gen=22,41,66,58.040000
gen=23,46,66,58.980000
gen=24,44,65,59.320000
gen=25,51,69,58.920000
gen=26,51,66,59.080000
gen=27,54,67,59.080000
gen=28,49,68,58.860000
gen=29,49,67,59.120000
gen=30,51,68,59.660000
gen=31,52,67,60.180000
gen=32,52,67,60.080000
gen=33,51,70,59.540000
gen=34,52,71,60.220000
gen=35,52,72,61.080000
gen=36,52,71,61.960000
gen=37,56,70,62.740000
gen=38,54,71,62.520000
gen=39,54,71,61.820000
gen=40,52,72,61.780000
gen=41,55,67,61.400000
gen=42,54,67,61.100000
gen=43,53,66,60.520000
gen=44,54,68,61.840000
gen=45,53,69,62.220000
gen=46,52,70,61.480000
gen=47,52,68,61.860000
gen=48,54,71,61.880000
gen=49,51,73,62.180000
gen=50,51,72,61.940000
gen=51,55,72,62.360000
gen=52,54,70,62.360000
gen=53,56,72,62.700000
gen=54,56,71,62.280000
gen=55,54,69,62.200000
gen=56,55,71,62.020000
gen=57,54,69,61.320000
gen=58,54,67,60.980000
gen=59,55,69,60.660000
gen=60,54,70,60.340000
gen=61,52,67,59.560000
gen=62,52,68,60.100000
gen=63,52,69,60.620000
gen=64,51,72,60.600000
gen=65,51,71,61.000000
gen=66,51,68,60.440000
gen=67,52,69,60.760000
gen=68,50,67,60.300000
gen=69,52,68,61.040000
gen=70,51,67,59.780000
gen=71,48,66,59.920000
gen=72,51,66,59.740000
gen=73,51,67,59.200000
gen=74,54,65,59.420000
gen=75,48,70,59.180000
gen=76,51,70,60.260000
gen=77,51,71,61.040000
gen=78,52,70,61.300000
gen=79,54,71,62.480000
gen=80,53,68,62.360000
gen=81,51,70,61.300000
gen=82,51,69,60.360000
gen=83,52,68,59.960000
gen=84,52,67,60.220000
gen=85,51,69,60.540000
gen=86,52,72,61.020000
gen=87,51,70,60.940000
gen=88,53,70,61.180000
gen=89,53,69,60.440000
gen=90,52,70,59.460000
gen=91,50,69,60.440000
gen=92,51,70,60.840000
gen=93,50,70,59.660000
gen=94,50,67,59.540000
gen=95,52,67,58.720000
gen=96,49,67,59.640000
gen=97,51,69,59.740000
gen=98,49,70,60.080000
gen=99,49,69,60.220000
trial=19
,min,max,avg
gen=0,40,62,50.100000
gen=1,37,60,50.540000
gen=2,39,60,49.980000
gen=3,43,60,51.360000
gen=4,46,64,52.440000
gen=5,45,62,53.560000
gen=6,47,62,54.340000
gen=7,44,64,54.620000
gen=8,45,64,55.160000
gen=9,44,62,55.940000
gen=10,49,63,55.880000
gen=11,49,65,56.300000
gen=12,49,63,56.720000
gen=13,47,66,57.360000
gen=14,45,66,57.400000
gen=15,46,66,57.360000
gen=16,45,68,57.840000
gen=17,41,66,56.780000
gen=18,40,67,56.440000
gen=19,48,67,58.060000
gen=20,48,67,58.240000
gen=21,50,70,58.540000
gen=22,48,68,59.000000
gen=23,52,66,58.680000
gen=24,52,68,59.080000
gen=25,51,67,59.840000
gen=26,51,69,61.080000
gen=27,52,71,60.960000
gen=28,52,70,61.520000
gen=29,54,73,61.640000
gen=30,56,69,61.900000
gen=31,53,69,62.000000
gen=32,56,70,62.460000
gen=33,55,69,62.340000
gen=34,54,70,62.140000
gen=35,54,71,62.940000
gen=36,55,71,62.220000
gen=37,54,72,61.540000
gen=38,53,70,61.660000
gen=39,54,70,62.680000
gen=40,52,71,63.580000
gen=41,53,71,62.880000
gen=42,54,74,63.520000
gen=43,54,70,62.960000
gen=44,55,71,62.180000
gen=45,52,73,62.400000
gen=46,53,70,62.360000
gen=47,53,70,62.600000
gen=48,53,70,62.140000
gen=49,53,72,63.300000
gen=50,55,70,64.060000
gen=51,57,70,63.720000
gen=52,51,71,63.020000
gen=53,55,72,63.460000
gen=54,56,74,64.040000
gen=55,58,73,64.760000
gen=56,54,74,65.020000
gen=57,60,72,65.520000
gen=58,52,75,65.400000
gen=59,52,73,64.940000
gen=60,57,74,64.840000
gen=61,58,71,64.660000
gen=62,58,72,65.460000
gen=63,57,71,64.780000
gen=64,56,71,64.700000
gen=65,59,71,64.640000
gen=66,56,71,64.920000
gen=67,56,72,64.880000
gen=68,56,72,64.140000
gen=69,56,69,63.540000
gen=70,57,71,63.700000
gen=71,56,72,64.000000
gen=72,56,71,64.100000
gen=73,56,71,64.760000
gen=74,58,72,64.840000
gen=75,58,73,64.620000
gen=76,54,73,65.380000
gen=77,58,75,66.240000
